approach,category,sut,run,status,executable,line,branch,mutation,source_file
Claude 4.7,iaedu,Compress_13f,run_0001,ok,True,98.0000,84.3750,45.9459,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Compress_13f/run_0001/6-2/metrics/status.json
Claude 4.7,iaedu,Compress_13f,run_0001,ok,True,100.0000,93.7500,59.4595,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Compress_13f/run_0001/6-3/metrics/status.json
Claude 4.7,iaedu,Compress_13f,run_0001,ok,True,100.0000,93.7500,59.4595,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Compress_13f/run_0001/6-4/metrics/status.json
Claude 4.7,iaedu,Compress_13f,run_0001,ok,True,98.0000,87.5000,45.9459,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Compress_13f/run_0001/6-5/metrics/status.json
Claude 4.7,iaedu,Csv_4f,run_0001,ok,True,75.0000,68.7500,61.9048,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Csv_4f/run_0001/7-1/metrics/status.json
Claude 4.7,iaedu,Csv_4f,run_0001,ok,True,96.4286,87.5000,80.9524,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Csv_4f/run_0001/7-2/metrics/status.json
Claude 4.7,iaedu,Csv_4f,run_0001,ok,True,92.8571,100.0000,90.4762,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Csv_4f/run_0001/7-3/metrics/status.json
Claude 4.7,iaedu,Csv_4f,run_0001,ok,True,82.1429,81.2500,80.9524,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Csv_4f/run_0001/7-4/metrics/status.json
Claude 4.7,iaedu,Csv_4f,run_0001,ok,True,78.5714,81.2500,76.1905,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Csv_4f/run_0001/7-5/metrics/status.json
Claude 4.7,iaedu,Gson_17f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Gson_17f/run_0001/8-1/metrics/status.json
Claude 4.7,iaedu,Gson_17f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Gson_17f/run_0001/8-2/metrics/status.json
Claude 4.7,iaedu,Gson_17f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Gson_17f/run_0001/8-3/metrics/status.json
Claude 4.7,iaedu,Gson_17f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Gson_17f/run_0001/8-4/metrics/status.json
Claude 4.7,iaedu,Gson_17f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Gson_17f/run_0001/8-5/metrics/status.json
Claude 4.7,iaedu,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonCore_13f/run_0001/9-1/metrics/status.json
Claude 4.7,iaedu,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonCore_13f/run_0001/9-2/metrics/status.json
Claude 4.7,iaedu,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonCore_13f/run_0001/9-3/metrics/status.json
Claude 4.7,iaedu,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonCore_13f/run_0001/9-4/metrics/status.json
Claude 4.7,iaedu,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonCore_13f/run_0001/9-5/metrics/status.json
Claude 4.7,iaedu,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonDatabind_17f/run_0001/10-1/metrics/status.json
Claude 4.7,iaedu,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonDatabind_17f/run_0001/10-2/metrics/status.json
Claude 4.7,iaedu,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonDatabind_17f/run_0001/10-3/metrics/status.json
Claude 4.7,iaedu,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonDatabind_17f/run_0001/10-4/metrics/status.json
Claude 4.7,iaedu,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonDatabind_17f/run_0001/10-5/metrics/status.json
Claude 4.7,iaedu,JacksonXml_5f,run_0001,ok,True,80.7692,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonXml_5f/run_0001/11-1/metrics/status.json
Claude 4.7,iaedu,JacksonXml_5f,run_0001,ok,True,80.7692,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonXml_5f/run_0001/11-2/metrics/status.json
Claude 4.7,iaedu,JacksonXml_5f,run_0001,ok,True,80.7692,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonXml_5f/run_0001/11-3/metrics/status.json
Claude 4.7,iaedu,JacksonXml_5f,run_0001,ok,True,80.7692,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonXml_5f/run_0001/11-4/metrics/status.json
Claude 4.7,iaedu,JacksonXml_5f,run_0001,ok,True,80.7692,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JacksonXml_5f/run_0001/11-5/metrics/status.json
Claude 4.7,iaedu,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Jsoup_91f/run_0001/12-1/metrics/status.json
Claude 4.7,iaedu,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Jsoup_91f/run_0001/12-2/metrics/status.json
Claude 4.7,iaedu,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Jsoup_91f/run_0001/12-3/metrics/status.json
Claude 4.7,iaedu,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Jsoup_91f/run_0001/12-4/metrics/status.json
Claude 4.7,iaedu,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Jsoup_91f/run_0001/12-5/metrics/status.json
Claude 4.7,iaedu,JxPath_22f,run_0001,ok,True,100.0000,100.0000,87.5000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JxPath_22f/run_0001/13-1/metrics/status.json
Claude 4.7,iaedu,JxPath_22f,run_0001,ok,True,100.0000,100.0000,81.2500,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JxPath_22f/run_0001/13-2/metrics/status.json
Claude 4.7,iaedu,JxPath_22f,run_0001,ok,True,100.0000,100.0000,81.2500,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JxPath_22f/run_0001/13-3/metrics/status.json
Claude 4.7,iaedu,JxPath_22f,run_0001,ok,True,100.0000,100.0000,81.2500,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JxPath_22f/run_0001/13-4/metrics/status.json
Claude 4.7,iaedu,JxPath_22f,run_0001,ok,True,100.0000,100.0000,87.5000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/JxPath_22f/run_0001/13-5/metrics/status.json
Claude 4.7,iaedu,Lang_52f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Lang_52f/run_0001/14-1/metrics/status.json
Claude 4.7,iaedu,Lang_52f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Lang_52f/run_0001/14-2/metrics/status.json
Claude 4.7,iaedu,Lang_52f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Lang_52f/run_0001/14-3/metrics/status.json
Claude 4.7,iaedu,Lang_52f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Lang_52f/run_0001/14-4/metrics/status.json
Claude 4.7,iaedu,Lang_52f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Lang_52f/run_0001/14-5/metrics/status.json
Claude 4.7,iaedu,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Math_9f/run_0001/15-1/metrics/status.json
Claude 4.7,iaedu,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Math_9f/run_0001/15-2/metrics/status.json
Claude 4.7,iaedu,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Math_9f/run_0001/15-3/metrics/status.json
Claude 4.7,iaedu,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Math_9f/run_0001/15-4/metrics/status.json
Claude 4.7,iaedu,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Math_9f/run_0001/15-5/metrics/status.json
Claude 4.7,iaedu,Mockito_19f,run_0001,ok,True,90.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Mockito_19f/run_0001/16-1/metrics/status.json
Claude 4.7,iaedu,Mockito_19f,run_0001,ok,True,100.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Mockito_19f/run_0001/16-2/metrics/status.json
Claude 4.7,iaedu,Mockito_19f,run_0001,ok,True,90.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Mockito_19f/run_0001/16-3/metrics/status.json
Claude 4.7,iaedu,Mockito_19f,run_0001,ok,True,90.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Mockito_19f/run_0001/16-4/metrics/status.json
Claude 4.7,iaedu,Mockito_19f,run_0001,ok,True,90.0000,0.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Mockito_19f/run_0001/16-5/metrics/status.json
Claude 4.7,iaedu,Time_24f,run_0001,ok,True,99.0991,93.7500,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Time_24f/run_0001/17-1/metrics/status.json
Claude 4.7,iaedu,Time_24f,run_0001,ok,True,99.0991,93.7500,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Time_24f/run_0001/17-2/metrics/status.json
Claude 4.7,iaedu,Time_24f,run_0001,ok,True,99.0991,93.7500,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Time_24f/run_0001/17-3/metrics/status.json
Claude 4.7,iaedu,Time_24f,run_0001,ok,True,99.0991,93.7500,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Time_24f/run_0001/17-4/metrics/status.json
Claude 4.7,iaedu,Time_24f,run_0001,ok,True,99.0991,93.7500,100.0000,/home/jpaiva/defects4j_gpt4o/out/_final_claude47_defects4j_java_retryempty15/Time_24f/run_0001/17-5/metrics/status.json
CodeLlama,cluster,Chart_5f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Chart_5f/run_0001/1-1/metrics/status.json
CodeLlama,cluster,Chart_5f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Chart_5f/run_0001/1-2/metrics/status.json
CodeLlama,cluster,Chart_5f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Chart_5f/run_0001/1-3/metrics/status.json
CodeLlama,cluster,Chart_5f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Chart_5f/run_0001/1-4/metrics/status.json
CodeLlama,cluster,Chart_5f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Chart_5f/run_0001/1-5/metrics/status.json
CodeLlama,cluster,Cli_23f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Cli_23f/run_0001/2-1/metrics/status.json
CodeLlama,cluster,Cli_23f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Cli_23f/run_0001/2-2/metrics/status.json
CodeLlama,cluster,Cli_23f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Cli_23f/run_0001/2-3/metrics/status.json
CodeLlama,cluster,Cli_23f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Cli_23f/run_0001/2-4/metrics/status.json
CodeLlama,cluster,Cli_23f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Cli_23f/run_0001/2-5/metrics/status.json
CodeLlama,cluster,Closure_77f,run_0001,ok,True,100.0000,50.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0001/3-1/metrics/status.json
CodeLlama,cluster,Closure_77f,run_0001,ok,True,100.0000,100.0000,100.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0001/3-2/metrics/status.json
CodeLlama,cluster,Closure_77f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0001/3-3/metrics/status.json
CodeLlama,cluster,Closure_77f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0001/3-4/metrics/status.json
CodeLlama,cluster,Closure_77f,run_0001,invalid_structural_output,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0001/3-5/metrics/status.json
CodeLlama,cluster,Codec_15f,run_0001,invalid_structural_output,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0001/4-1/metrics/status.json
CodeLlama,cluster,Codec_15f,run_0001,invalid_structural_output,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0001/4-2/metrics/status.json
CodeLlama,cluster,Codec_15f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0001/4-3/metrics/status.json
CodeLlama,cluster,Codec_15f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0001/4-4/metrics/status.json
CodeLlama,cluster,Codec_15f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0001/4-5/metrics/status.json
CodeLlama,cluster,Collections_18f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0001/5-1/metrics/status.json
CodeLlama,cluster,Collections_18f,run_0001,ok,True,31.5789,15.0000,21.2121,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0001/5-2/metrics/status.json
CodeLlama,cluster,Collections_18f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0001/5-3/metrics/status.json
CodeLlama,cluster,Collections_18f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0001/5-4/metrics/status.json
CodeLlama,cluster,Collections_18f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0001/5-5/metrics/status.json
CodeLlama,cluster,Compress_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0001/6-1/metrics/status.json
CodeLlama,cluster,Compress_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0001/6-2/metrics/status.json
CodeLlama,cluster,Compress_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0001/6-3/metrics/status.json
CodeLlama,cluster,Compress_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0001/6-4/metrics/status.json
CodeLlama,cluster,Compress_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0001/6-5/metrics/status.json
CodeLlama,cluster,Csv_4f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0001/7-1/metrics/status.json
CodeLlama,cluster,Csv_4f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0001/7-2/metrics/status.json
CodeLlama,cluster,Csv_4f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0001/7-3/metrics/status.json
CodeLlama,cluster,Csv_4f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0001/7-4/metrics/status.json
CodeLlama,cluster,Csv_4f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0001/7-5/metrics/status.json
CodeLlama,cluster,Gson_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0001/8-1/metrics/status.json
CodeLlama,cluster,Gson_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0001/8-2/metrics/status.json
CodeLlama,cluster,Gson_17f,run_0001,ok,True,50.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0001/8-3/metrics/status.json
CodeLlama,cluster,Gson_17f,run_0001,ok,True,83.3333,25.0000,20.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0001/8-4/metrics/status.json
CodeLlama,cluster,Gson_17f,run_0001,invalid_structural_output,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0001/8-5/metrics/status.json
CodeLlama,cluster,JacksonCore_13f,run_0001,ok,True,80.4878,100.0000,7.1429,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0001/9-1/metrics/status.json
CodeLlama,cluster,JacksonCore_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0001/9-2/metrics/status.json
CodeLlama,cluster,JacksonCore_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0001/9-3/metrics/status.json
CodeLlama,cluster,JacksonCore_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0001/9-4/metrics/status.json
CodeLlama,cluster,JacksonCore_13f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0001/9-5/metrics/status.json
CodeLlama,cluster,JacksonDatabind_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0001/10-1/metrics/status.json
CodeLlama,cluster,JacksonDatabind_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0001/10-2/metrics/status.json
CodeLlama,cluster,JacksonDatabind_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0001/10-3/metrics/status.json
CodeLlama,cluster,JacksonDatabind_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0001/10-4/metrics/status.json
CodeLlama,cluster,JacksonDatabind_17f,run_0001,generated_test_compile_fail,False,0.0000,0.0000,0.0000,/home/jpaiva/defects4j_gpt4o/out/_cluster_defects4j_java_openweight_eval_all_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0001/10-5/metrics/status.json
