account	run_id	sut_id	target_module	status	generation_output_nonempty	generation_attempts	generation_empty_attempts	pytest_raw_exit_code	coverage_exit_code	mutmut_exit_code	mutmut_results_exit_code	line_pct	branch_pct	mutation_score_pct	line_pct_penalized	branch_pct_penalized	mutation_score_pct_penalized	mutation_available	status_json	run_dir
account2	22	tornado_14f	tornado.escape	ok	true	1	0	0	0	1	0	88.51	83.87	74.8815165877	88.51	83.87	74.88151658767772	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0022/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0022/0001-1
account2	23	tornado_14f	tornado.escape	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0023/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0023/0001-1
account2	24	tornado_14f	tornado.escape	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0024/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0024/0001-1
account2	25	tornado_14f	tornado.escape	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0025/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account2/tornado_14f/run_0025/0001-1
account3	1	ansible_14f	ansible.utils.unicode	ok	true	1	0	0	0	1	0	63.46	37.5	0	63.46	37.5	0.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0001/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0001/0001-1
account3	2	ansible_14f	ansible.utils.unicode	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0002/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0002/0001-1
account3	3	ansible_14f	ansible.utils.unicode	ok	true	1	0	0	0	1	0	63.46	37.5	0	63.46	37.5	0.0	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0003/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0003/0001-1
account3	4	ansible_14f	ansible.utils.unicode	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0004/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0004/0001-1
account3	5	ansible_14f	ansible.utils.unicode	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0005/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/ansible_14f/run_0005/0001-1
account3	6	black_5f	blib2to3.pgen2.driver	ok	true	1	0	0	0	1	0	76.51	68.75	44.5544554455	76.51	68.75	44.554455445544555	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0006/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0006/0001-1
account3	7	black_5f	blib2to3.pgen2.driver	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0007/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0007/0001-1
account3	8	black_5f	blib2to3.pgen2.driver	ok	true	1	0	0	0	1	0	55.03	42.19	31.0231023102	55.03	42.19	31.02310231023102	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0008/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0008/0001-1
account3	9	black_5f	blib2to3.pgen2.driver	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0009/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0009/0001-1
account3	10	black_5f	blib2to3.pgen2.driver	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0010/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/black_5f/run_0010/0001-1
account3	11	httpie_1f	httpie.sessions	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0011/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0011/0001-1
account3	12	httpie_1f	httpie.sessions	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0012/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0012/0001-1
account3	13	httpie_1f	httpie.sessions	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0013/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0013/0001-1
account3	14	httpie_1f	httpie.sessions	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0014/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0014/0001-1
account3	15	httpie_1f	httpie.sessions	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0015/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/httpie_1f/run_0015/0001-1
account3	16	matplotlib_9f	matplotlib.cbook	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0016/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0016/0001-1
account3	17	matplotlib_9f	matplotlib.cbook	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0017/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0017/0001-1
account3	18	matplotlib_9f	matplotlib.cbook	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0018/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0018/0001-1
account3	19	matplotlib_9f	matplotlib.cbook	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0019/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0019/0001-1
account3	20	matplotlib_9f	matplotlib.cbook	generated_test_compile_fail	true	1	0								0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0020/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/matplotlib_9f/run_0020/0001-1
account3	21	tornado_4f	tornado.escape	ok	true	1	0	0	0	1	0	81.65	75	62.9482071713	81.65	75.0	62.94820717131474	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0021/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0021/0001-1
account3	22	tornado_4f	tornado.escape	ok	true	1	0	0	0	1	0	88.61	87.5	70.5179282869	88.61	87.5	70.5179282868526	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0022/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0022/0001-1
account3	23	tornado_4f	tornado.escape	ok	true	2	1	0	0	1	0	81.01	76.79	64.1434262948	81.01	76.79	64.14342629482071	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0023/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0023/0001-1
account3	24	tornado_4f	tornado.escape	pytest_raw_fail	true	1	0	1							0.0	0.0	0.0		/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0024/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0024/0001-1
account3	25	tornado_4f	tornado.escape	ok	true	2	1	0	0	1	0	81.01	76.79	64.9402390438	81.01	76.79	64.9402390438247	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0025/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_CONSOLIDATED_GPT55_BUGSINPY_80SLOTS_PREMUTATION_20260623_080030/account3/tornado_4f/run_0025/0001-1
