model	sut_id	target_module	repeat	cluster_status	final_status	final_class	coverage_available	mutation_available	executable_for_coverage	runnable_test_count	line_pct_raw	branch_pct_raw	mutation_score_pct_raw	line_pct_strict0	branch_pct_strict0	mutation_score_pct_strict0	mutation_total	mutation_checked	generated_tests_sha256	source_cluster_status_json	eval_status_json	nodeid_rescue_v1_applied	nodeid_rescue_v1_old_status	nodeid_rescue_v1_pass_count	nodeid_rescue_v1_fail_count	nodeid_rescue_v1_passing_nodeids	mutation_v5_applied	mutation_v5_batch_status	mutation_v5_tool_exit_code	mutation_v5_parse_source	mutation_v5_killed	mutation_v5_survived	mutation_v5_timeout	mutation_v5_suspicious	mutation_v5_skipped	mutation_v5_not_checked	mutation_v5_no_tests	mutation_v5_total	mutation_v5_logcorrected
cluster-max-codellama-7b-instruct-ctx16k	tornado_4f	tornado.escape	4	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			ef1fc5139510b32a7a0a75d1053b83d8529f2d5ac17584d1efaf7faeb7c43d2f	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/tornado_4f/run_0001/0015-4/status.json		False					False												
cluster-max-codellama-7b-instruct-ctx16k	tornado_4f	tornado.escape	5	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			87e34c3ba49b2cf61ca5f2b3af4545cb0da19cd74ba43c99170c07d4488efb5f	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/tornado_4f/run_0001/0015-5/status.json		False					False												
cluster-max-codellama-7b-instruct-ctx16k	youtube-dl_35f	youtube_dl.utils	1	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	16	21.96	3.125		21.96	3.125	0.0	1810	0	750a8cb09b86d3226947b4875526e1d5eaa9afa1164c5a3857e3fb6ed2ee2328	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-1/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	1810	0	1810	False
cluster-max-codellama-7b-instruct-ctx16k	youtube-dl_35f	youtube_dl.utils	2	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			479d012fcc6ebed56a046502fb7194e293ddea51bc9dbb8a59cabb9c92b22be4	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-2/status.json		False					False												
cluster-max-codellama-7b-instruct-ctx16k	youtube-dl_35f	youtube_dl.utils	3	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	9	29.34	10.23		29.34	10.23	0.0	1810	0	e674ebd2525f728392c06ef1afdb38769a9efc23cbb1bf566e06a7c91ad5d163	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-3/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	1810	0	1810	False
cluster-max-codellama-7b-instruct-ctx16k	youtube-dl_35f	youtube_dl.utils	4	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			fe596e688825cb84e3c2681377ddafcb8e6f7b01a4f5d7724f4e6d4adeab420b	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-4/status.json		False					False												
cluster-max-codellama-7b-instruct-ctx16k	youtube-dl_35f	youtube_dl.utils	5	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	1	21.28	2.273		21.28	2.273	0.0	1810	0	d743012e9b8ff8ba87302c0fb591d07fb969fba1959c59d6fbf076f3ade63199	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-max-codellama-7b-instruct-ctx16k/youtube-dl_35f/run_0001/0016-5/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	1810	0	1810	False
cluster-safe-codestral-22b-ctx16k	PySnooper_2f	pysnooper	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.160493827160494	36.34	11.02	27.160493827160494	550	405	eeb52fada63ad188a6d34445e0e296afda34fbe58ef872101b0c84d1f72030b0	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	110	295	0	0	0	0	145	550	True
cluster-safe-codestral-22b-ctx16k	PySnooper_2f	pysnooper	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.40740740740741	36.34	11.02	27.40740740740741	550	405	4f260c26138e87c779f4c024ea6f7015f85e91d77f799c91438f7eefe5a0224e	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	111	294	0	0	0	0	145	550	True
cluster-safe-codestral-22b-ctx16k	PySnooper_2f	pysnooper	3	ok	ok	evaluated_coverage_and_mutation	True	True	True	2	36.34	11.02	27.160493827160494	36.34	11.02	27.160493827160494	550	405	7f1776ac17a7a24ae8d82ce60373d69601ddc50fd8eb5d45577d4370be4d3d25	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-3/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	110	295	0	0	0	0	145	550	True
cluster-safe-codestral-22b-ctx16k	PySnooper_2f	pysnooper	4	ok	sanitization_no_failed_tests_detected	strict_zero_sanitization_no_failed_tests_detected	False	False	False					0.0	0.0	0.0		0	cf1d118c0daafff576f3b052829ef70f149587cd444479f7f8cbab54e5563468	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-4/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	PySnooper_2f	pysnooper	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.160493827160494	36.34	11.02	27.160493827160494	550	405	2ec141211e2f6ba8cdbcd73b7face6f2cf6b6fc0958fa3747f7a25b07903e191	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_2f/run_0001/0001-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	110	295	0	0	0	0	145	550	True
cluster-safe-codestral-22b-ctx16k	PySnooper_3f	pysnooper	1	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			d8bb1a37054c68437b5b0949cd6c4f39351c85e90b67ba040b2d2121c9aab0ff	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-1/status.json		False					False												
cluster-safe-codestral-22b-ctx16k	PySnooper_3f	pysnooper	2	ok	sanitization_no_failed_tests_detected	strict_zero_sanitization_no_failed_tests_detected	False	False	False					0.0	0.0	0.0		0	6c639a04a7c5572f64d2772b45a350d09ca250e66ef8a40b5473badd03c5aca2	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-2/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	PySnooper_3f	pysnooper	3	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			7b5a020f7e8bb646158ec1b36de714ae237f3f2c699fdfade84aa2823141ee44	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-3/status.json		False					False												
cluster-safe-codestral-22b-ctx16k	PySnooper_3f	pysnooper	4	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			8141e3ee73eaeab9b88f9c815a969a4ccb0f6eafd9eff82a98c7b270770ac4e6	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-4/status.json		False					False												
cluster-safe-codestral-22b-ctx16k	PySnooper_3f	pysnooper	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	33.66	4.286	15.263157894736842	33.66	4.286	15.263157894736842	195	190	cd350475de4948fbbb4ccc394a5c13e7c57b158003c73765019f4b254a630651	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/PySnooper_3f/run_0001/0002-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	29	161	0	0	0	0	5	195	True
cluster-safe-codestral-22b-ctx16k	ansible_14f	ansible.utils.unicode	1	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	1	50.0	0.0		50.0	0.0	0.0	8	0	3bb52e98fe6c57a704f76f84b30bff14a670527a524baf05a05a95691c67fec5	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-1/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	8	0	8	False
cluster-safe-codestral-22b-ctx16k	ansible_14f	ansible.utils.unicode	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	2	50.0	0.0	12.5	50.0	0.0	12.5	8	8	439f53eae5860c064bdaec7fe30c88c7cc4ab067eea4efa31576863945c38c56	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	1	7	0	0	0	0	0	8	True
cluster-safe-codestral-22b-ctx16k	ansible_14f	ansible.utils.unicode	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	01969f7d0acddd0507b30f50dcfba049ddc243faa4ba76d41c823b3b9734cc4b	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-3/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_14f	ansible.utils.unicode	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	4aa4fd45cd41893e991de97d2c8a9798590d2eb33695256c06a154749dc58ae4	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-4/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_14f	ansible.utils.unicode	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	ffd9c028a4763cb4ddb0330960604b311ee84134ed16cee14002ef9dc0131c0c	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_14f/run_0001/0003-5/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_17f	ansible.utils.unicode	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	f3f2b67f34fe26a7c74a5d84c47f3a9811b6df0012d1143aebff3d7db9d037bf	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-1/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_17f	ansible.utils.unicode	2	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	788aebeb39e69b9ffb4a260f0877f1b89c4047ebcfeddaf1f9337f24c1d44008	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-2/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_17f	ansible.utils.unicode	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	4e9d1b626e3b1b01b3979c25d53677fb646c255cccc8b05b5338de0ca41a45d0	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-3/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_17f	ansible.utils.unicode	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	bba37e988cb3b4ce087648da5834dcd1db44bc36325c23aed2b7a2423d4cd273	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-4/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	ansible_17f	ansible.utils.unicode	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	5bee32c47a9cf0e7ee0b2cef7905adfe2854cc6e304edbf8ca2b2436f8fd66e6	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/ansible_17f/run_0001/0004-5/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	black_2f	blib2to3.pgen2.token	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	100.0	100.0	66.66666666666666	100.0	100.0	66.66666666666666	3	3	8bfa01bf44bb33c35cb2a6e4db716316ea80eac10933ea39daad778339cdcfc6	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	2	1	0	0	0	0	0	3	True
cluster-safe-codestral-22b-ctx16k	black_2f	blib2to3.pgen2.token	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	66.66666666666666	100.0	100.0	66.66666666666666	3	3	3421f015f09cec8535c64325a17c0ad6c81be353f15826fdebee82e15c228e51	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	2	1	0	0	0	0	0	3	True
cluster-safe-codestral-22b-ctx16k	black_2f	blib2to3.pgen2.token	3	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			88317423fc2df679ae3e364cee0b2162d4b8322b12102f3b0e02f6c0e809ca7a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-3/status.json		False					False												
cluster-safe-codestral-22b-ctx16k	black_2f	blib2to3.pgen2.token	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	100.0	100.0	100.0	100.0	100.0	100.0	3	3	ceb0d85c57427f9202b6a7078111c149c803a8d3d53b035405ef38ebc65f8a68	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	3	0	0	0	0	0	0	3	False
cluster-safe-codestral-22b-ctx16k	black_2f	blib2to3.pgen2.token	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	100.0	100.0	100.0	100.0	3	3	11decf88e5164bb5919941bce743c799179fe475d8866d0ffb206006dd29a19d	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_2f/run_0001/0005-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	3	0	0	0	0	0	0	3	False
cluster-safe-codestral-22b-ctx16k	black_5f	blib2to3.pgen2.driver	1	ok	pytest_final_fail	strict_zero_downstream_pytest_final_fail	False	False	False					0.0	0.0	0.0		0	62dc4f931a84fbe84b0f9dadbc7211141a5836a0a0f4f400a80a576651d347c5	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-1/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	black_5f	blib2to3.pgen2.driver	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	18.79	3.125	66.66666666666666	18.79	3.125	66.66666666666666	303	6	b315eb819a598375dd2899faa05184ad9e194c37dfd0c4a9416904ac4b3d9afe	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	4	2	0	0	0	0	297	303	True
cluster-safe-codestral-22b-ctx16k	black_5f	blib2to3.pgen2.driver	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	068facb8157c5209309cc238e51e6751366f295b03418be5477971e9ad1b1890	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-3/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	black_5f	blib2to3.pgen2.driver	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	18.79	3.125	16.666666666666664	18.79	3.125	16.666666666666664	303	6	7f3c503936aabe069b6916d201f9dfc0b6f1c84692cb8c7cdd4ea057012136fd	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	1	5	0	0	0	0	297	303	True
cluster-safe-codestral-22b-ctx16k	black_5f	blib2to3.pgen2.driver	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	3c63952698ff21480eb3e8f6c266ab196cf1706b9b35ee2860ea188664ea7f66	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/black_5f/run_0001/0006-5/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	cookiecutter_1f	cookiecutter.log	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	1e02f03efb453f2b3aab3d0ec64a1d020d6dc2225338484c2f8d38036636fbb5	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/cookiecutter_1f/run_0001/0007-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/cookiecutter_1f/run_0001/0007-1/metrics/status.json	False					False												
cluster-safe-codestral-22b-ctx16k	cookiecutter_1f	cookiecutter.log	2	ok	sanitization_no_failed_tests_detected	strict_zero_sanitization_no_failed_tests_detected	False	False	False					0.0	0.0	0.0		0	e02257f128dcb8d892478f39a6377b45cee96f7b0304fcd500f494ad5f8f107e	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/cookiecutter_1f/run_0001/0007-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-codestral-22b-ctx16k/cookiecutter_1f/run_0001/0007-2/metrics/status.json	False					False												
