sut	rep	status	line	branch	instruction	mutation	mutation_strict	mvn_rc	pit_rc	base_valid	fully_valid	reasons	status_path	run_dir
011_java_hanoi	1-3	ok	92.8571	100.0	95.8904	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-3
011_java_hanoi	1-4	ok	92.8571	100.0	95.8904	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-4
011_java_hanoi	1-5	ok	92.8571	100.0	95.8904	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-5
014_java_knapsack	1-1	ok	93.3333	100.0	97.2477	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-1
014_java_knapsack	1-2	ok	93.3333	100.0	97.2477	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-2
014_java_knapsack	1-3	ok	93.3333	100.0	97.2477	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-3
014_java_knapsack	1-4	ok	93.3333	100.0	97.2477	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-4
014_java_knapsack	1-5	ok	93.3333	100.0	97.2477	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/014_java_knapsack/run_0001/1-5
017_java_levenshtein	1-1	ok	88.8889	100.0	94.5455	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-1
017_java_levenshtein	1-2	ok	88.8889	100.0	94.5455	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-2
017_java_levenshtein	1-3	ok	88.8889	100.0	94.5455	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-3
017_java_levenshtein	1-4	ok	88.8889	100.0	94.5455	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-4
017_java_levenshtein	1-5	ok	88.8889	100.0	94.5455	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/017_java_levenshtein/run_0001/1-5
020_java_max_sublist_sum	1-1	ok	85.7143	100.0	91.4286	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-1
020_java_max_sublist_sum	1-2	ok	85.7143	100.0	91.4286	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-2
020_java_max_sublist_sum	1-3	ok	85.7143	100.0	91.4286	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-3
020_java_max_sublist_sum	1-4	ok	85.7143	100.0	91.4286	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-4
020_java_max_sublist_sum	1-5	ok	85.7143	100.0	91.4286	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/020_java_max_sublist_sum/run_0001/1-5
023_java_next_palindrome	1-1	ok	94.4444	87.5	96.4286	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-1
023_java_next_palindrome	1-2	ok	94.4444	87.5	96.4286	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-2
023_java_next_palindrome	1-3	ok	94.4444	87.5	96.4286	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-3
023_java_next_palindrome	1-4	ok	94.4444	87.5	96.4286	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-4
023_java_next_palindrome	1-5	ok	94.4444	87.5	96.4286	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/023_java_next_palindrome/run_0001/1-5
026_java_possible_change	1-1	ok	87.5	100.0	91.1765	87.5	87.5	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-1
026_java_possible_change	1-2	ok	87.5	100.0	91.1765	87.5	87.5	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-2
026_java_possible_change	1-3	ok	87.5	100.0	91.1765	87.5	87.5	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-3
026_java_possible_change	1-4	ok	87.5	100.0	91.1765	87.5	87.5	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-4
026_java_possible_change	1-5	ok	87.5	100.0	91.1765	87.5	87.5	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/026_java_possible_change/run_0001/1-5
029_java_reverse_linked_list	1-1	ok	87.5	100.0	85.0	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-1
029_java_reverse_linked_list	1-2	ok	87.5	100.0	85.0	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-2
029_java_reverse_linked_list	1-3	ok	87.5	100.0	85.0	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-3
029_java_reverse_linked_list	1-4	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-4
029_java_reverse_linked_list	1-5	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/029_java_reverse_linked_list/run_0001/1-5
032_java_shortest_path_lengths	1-1	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/032_java_shortest_path_lengths/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/032_java_shortest_path_lengths/run_0001/1-1
032_java_shortest_path_lengths	1-2	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/032_java_shortest_path_lengths/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/032_java_shortest_path_lengths/run_0001/1-2
003_java_bucketsort	1-1	ok	91.6667	100.0	95.3846	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-1
003_java_bucketsort	1-2	ok	91.6667	100.0	95.3846	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-2
003_java_bucketsort	1-3	ok	91.6667	100.0	95.3846	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-3
003_java_bucketsort	1-4	ok	91.6667	100.0	95.3846	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-4
003_java_bucketsort	1-5	ok	91.6667	100.0	95.3846	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/003_java_bucketsort/run_0001/1-5
006_java_find_first_in_sorted	1-1	ok	91.6667	100.0	93.75	100.0	84.6154	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-1
006_java_find_first_in_sorted	1-2	ok	91.6667	100.0	93.75	100.0	92.3077	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-2
006_java_find_first_in_sorted	1-3	ok	91.6667	100.0	93.75	100.0	92.3077	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-3
006_java_find_first_in_sorted	1-4	ok	91.6667	100.0	93.75	100.0	92.3077	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-4
006_java_find_first_in_sorted	1-5	ok	91.6667	100.0	93.75	100.0	84.6154	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/006_java_find_first_in_sorted/run_0001/1-5
009_java_gcd	1-1	ok	75.0	100.0	76.9231	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-1
009_java_gcd	1-2	ok	75.0	100.0	76.9231	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-2
009_java_gcd	1-3	ok	75.0	100.0	76.9231	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-3
009_java_gcd	1-4	ok	75.0	100.0	76.9231	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-4
009_java_gcd	1-5	ok	75.0	100.0	76.9231	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/009_java_gcd/run_0001/1-5
012_java_is_valid_parenthesization	1-1	ok	88.8889	100.0	92.1053	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-1
012_java_is_valid_parenthesization	1-2	ok	88.8889	100.0	92.1053	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-2
012_java_is_valid_parenthesization	1-3	ok	88.8889	100.0	92.1053	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-3
012_java_is_valid_parenthesization	1-4	ok	88.8889	100.0	92.1053	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-4
012_java_is_valid_parenthesization	1-5	ok	88.8889	100.0	92.1053	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/012_java_is_valid_parenthesization/run_0001/1-5
015_java_kth	1-1	ok	94.1176	100.0	96.1039	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-1
015_java_kth	1-2	ok	94.1176	100.0	96.1039	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-2
015_java_kth	1-3	ok	94.1176	100.0	96.1039	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-3
015_java_kth	1-4	ok	94.1176	100.0	96.1039	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-4
015_java_kth	1-5	ok	94.1176	100.0	96.1039	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/015_java_kth/run_0001/1-5
018_java_lis	1-1	ok	93.3333	100.0	97.0	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-1
018_java_lis	1-2	ok	93.3333	100.0	97.0	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-2
018_java_lis	1-3	ok	93.3333	100.0	97.0	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-3
018_java_lis	1-4	ok	93.3333	100.0	97.0	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-4
018_java_lis	1-5	ok	93.3333	100.0	97.0	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/018_java_lis/run_0001/1-5
021_java_mergesort	1-1	ok	95.4545	100.0	97.4576	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/021_java_mergesort/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/021_java_mergesort/run_0001/1-1
021_java_mergesort	1-2	ok	95.4545	100.0	97.4576	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/021_java_mergesort/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/021_java_mergesort/run_0001/1-2
021_java_mergesort	1-3	ok	95.4545	100.0	97.4576	92.8571	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/021_java_mergesort/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account3_20260619_084232/021_java_mergesort/run_0001/1-3
